account,sector,year_established,revenue,employees,office_location,subsidiary_of,Table,Field,Description,product,series,sales_price,opportunity_id,sales_agent,deal_stage,engage_date,close_date,close_value,manager,regional_office
Kan-code,,,,,,,,,,GTX Plus Basic,,,IO4GTLAB,Zane Levy,Won,2017-02-23,2017-03-14,929.0,,
,,,,,,,,,,GTX Basic,,,7ONH55WT,Cassey Cress,Engaging,2017-02-24,,,,
dambase,,,,,,,,,,MG Special,,,06T2UPDG,Cecily Lampkin,Lost,2017-02-24,2017-06-05,0.0,,
,,,,,,,,,,GTX Basic,,,CMKXOOJQ,Corliss Cosme,Engaging,2017-02-24,,,,
Xx-zobam,,,,,,,,,,MG Advanced,,,9L6ADU5C,Corliss Cosme,Lost,2017-02-24,2017-05-11,0.0,,
Toughzap,,,,,,,,,,GTXPro,,,U185INDA,Darcel Schlecht,Won,2017-02-24,2017-05-05,5010.0,,
Bluth Company,,,,,,,,,,GTXPro,,,2AGLONC4,Donn Cantrell,Won,2017-02-24,2017-05-15,5621.0,,
Iselectrics,,,,,,,,,,MG Advanced,,,TBDUMBLA,Donn Cantrell,Won,2017-02-24,2017-05-02,3233.0,,
Acme Corporation,,,,,,,,,,MG Special,,,0AXGVKN8,Garret Kinder,Won,2017-02-24,2017-05-28,55.0,,
Bioplex,,,,,,,,,,MG Advanced,,,TAPNNL1W,Garret Kinder,Won,2017-02-24,2017-03-07,3278.0,,
Domzoom,,,,,,,,,,GTX Plus Basic,,,R9ZAKBFE,Gladys Colclough,Won,2017-02-24,2017-03-10,1155.0,,
Goodsilron,,,,,,,,,,MG Advanced,,,Y40ADYX7,Hayden Neloms,Won,2017-02-24,2017-03-11,3550.0,,
Stanredtax,,,,,,,,,,MG Advanced,,,R7GVZT8J,Jonathan Berthelot,Lost,2017-02-24,2017-05-10,0.0,,
Hottechi,,,,,,,,,,GTX Plus Basic,,,RSEDY99J,Jonathan Berthelot,Won,2017-02-24,2017-06-16,1055.0,,
,,,,,,,,,,GTXPro,,,NR947OAB,Kami Bicknell,Engaging,2017-02-24,,,,
,,,,,,,,,,GTXPro,,,LMKNU8IZ,Markita Hansen,Engaging,2017-02-24,,,,
Sonron,,,,,,,,,,GTX Plus Basic,,,D5NZQIWU,Markita Hansen,Lost,2017-02-24,2017-06-20,0.0,,
Y-corporation,,,,,,,,,,GTX Basic,,,Z0BGG6IJ,Markita Hansen,Won,2017-02-24,2017-05-05,595.0,,
Warephase,,,,,,,,,,MG Advanced,,,ZCA1IRGD,Moses Frase,Won,2017-02-24,2017-05-06,3063.0,,
Konex,,,,,,,,,,MG Advanced,,,NPB8ZLEO,Vicki Laflamme,Lost,2017-02-24,2017-05-13,0.0,,
Massive Dynamic,,,,,,,,,,MG Advanced,,,HJIO57TA,Violet Mclelland,Won,2017-02-24,2017-06-06,3246.0,,
Scottech,,,,,,,,,,GTX Basic,,,U6N053E1,Anna Snelling,Won,2017-02-25,2017-03-02,423.0,,
,,,,,,,,,,GTX Plus Pro,,,R5RSH4JV,Boris Faz,Engaging,2017-02-25,,,,
Initech,,,,,,,,,,GTX Basic,,,MTKCJVFO,Cassey Cress,Won,2017-02-25,2017-06-18,542.0,,
Ontomedia,,,,,,,,,,GTXPro,,,KIP060D0,Cassey Cress,Won,2017-02-25,2017-03-08,5040.0,,
Kan-code,,,,,,,,,,GTX Plus Basic,,,YOISPUC6,Corliss Cosme,Lost,2017-02-25,2017-05-21,0.0,,
Rangreen,,,,,,,,,,GTX Plus Pro,,,2MHTTXX0,Darcel Schlecht,Lost,2017-02-25,2017-06-17,0.0,,
Statholdings,,,,,,,,,,GTXPro,,,QU4FNKZL,Darcel Schlecht,Won,2017-02-25,2017-05-09,5423.0,,
Cancity,,,,,,,,,,MG Advanced,,,GZUKDP7F,Darcel Schlecht,Won,2017-02-25,2017-06-13,3295.0,,
Plussunin,,,,,,,,,,GTX Basic,,,S519S1EK,Donn Cantrell,Won,2017-02-25,2017-06-02,568.0,,
Xx-zobam,,,,,,,,,,GTX Basic,,,AL554AUI,Donn Cantrell,Won,2017-02-25,2017-05-26,640.0,,
Plusstrip,,,,,,,,,,GTXPro,,,MCWDHOBT,Elease Gluck,Won,2017-02-25,2017-05-19,4612.0,,
Domzoom,,,,,,,,,,GTXPro,,,GDZV8N5W,Gladys Colclough,Lost,2017-02-25,2017-05-26,0.0,,
,,,,,,,,,,GTX Plus Pro,,,X1D1HYMM,James Ascencio,Engaging,2017-02-25,,,,
Goodsilron,,,,,,,,,,GTX Plus Basic,,,F4FLJ0WW,James Ascencio,Lost,2017-02-25,2017-05-26,0.0,,
Dontechi,,,,,,,,,,MG Advanced,,,P3VM7655,Jonathan Berthelot,Won,2017-02-25,2017-05-06,3281.0,,
Finjob,,,,,,,,,,GTX Basic,,,5QU60VGE,Kami Bicknell,Lost,2017-02-25,2017-03-12,0.0,,
Labdrill,,,,,,,,,,GTX Plus Basic,,,3CLBPMYZ,Kami Bicknell,Lost,2017-02-25,2017-03-08,0.0,,
Rantouch,,,,,,,,,,MG Special,,,G17JEA75,Kami Bicknell,Won,2017-02-25,2017-03-11,59.0,,
Scottech,,,,,,,,,,GTX Plus Basic,,,BGU0JJ9X,Marty Freudenburg,Won,2017-02-25,2017-06-30,1081.0,,
Zumgoity,,,,,,,,,,GTX Plus Basic,,,U02OIJGK,Marty Freudenburg,Won,2017-02-25,2017-05-09,962.0,,
Codehow,,,,,,,,,,GTX Plus Basic,,,3N7ZXGMF,Niesha Huffines,Won,2017-02-25,2017-03-06,1123.0,,
Xx-zobam,,,,,,,,,,MG Advanced,,,0QHI3KG5,Reed Clapper,Won,2017-02-25,2017-06-10,3075.0,,
Condax,,,,,,,,,,MG Special,,,0WWDVOM3,Rosalina Dieter,Won,2017-02-25,2017-05-09,50.0,,
Dalttechnology,,,,,,,,,,MG Special,,,QPPUCKFM,Rosalina Dieter,Won,2017-02-25,2017-03-06,47.0,,
Globex Corporation,,,,,,,,,,MG Special,,,VGE4M1C9,Versie Hillebrand,Lost,2017-02-25,2017-03-08,0.0,,
Betatech,,,,,,,,,,GTX Plus Pro,,,56XQOTXV,Versie Hillebrand,Won,2017-02-25,2017-05-17,4494.0,,
Hottechi,,,,,,,,,,MG Special,,,1JC9DMNJ,Vicki Laflamme,Lost,2017-02-25,2017-05-06,0.0,,
Singletechno,,,,,,,,,,MG Special,,,AK2LRFXF,Vicki Laflamme,Won,2017-02-25,2017-03-11,61.0,,
Goodsilron,,,,,,,,,,MG Advanced,,,UCK7JRXG,Vicki Laflamme,Won,2017-02-25,2017-05-13,3418.0,,
,,,,,,,,,,MG Advanced,,,GVYF29NM,Violet Mclelland,Engaging,2017-02-25,,,,
,,,,,,,,,,GTX Plus Pro,,,DN6SG3US,Wilburn Farren,Engaging,2017-02-25,,,,
Konex,,,,,,,,,,MG Advanced,,,WM30CUBE,Wilburn Farren,Won,2017-02-25,2017-06-02,3336.0,,
,,,,,,,,,,GTX Plus Basic,,,EW28ZONV,Zane Levy,Engaging,2017-02-25,,,,
Betatech,,,,,,,,,,GTX Basic,,,8DWOWB6Y,Anna Snelling,Lost,2017-02-26,2017-03-16,0.0,,
Mathtouch,,,,,,,,,,GTX Plus Pro,,,BGNB966A,Boris Faz,Won,2017-02-26,2017-03-13,4766.0,,
Plussunin,,,,,,,,,,MG Advanced,,,4Q4CLZCH,Corliss Cosme,Lost,2017-02-26,2017-06-10,0.0,,
Ganjaflex,,,,,,,,,,GTX Basic,,,YQ24IWRQ,Daniell Hammack,Won,2017-02-26,2017-05-27,592.0,,
Iselectrics,,,,,,,,,,GTX Basic,,,Z30RS0CL,Donn Cantrell,Lost,2017-02-26,2017-06-01,0.0,,
Green-Plus,,,,,,,,,,MG Special,,,FRB34F3W,Elease Gluck,Lost,2017-02-26,2017-05-24,0.0,,
Treequote,,,,,,,,,,GTXPro,,,CGEHFK9N,Gladys Colclough,Lost,2017-02-26,2017-05-29,0.0,,
Dontechi,,,,,,,,,,GTXPro,,,4A189ZAB,Gladys Colclough,Won,2017-02-26,2017-06-08,5142.0,,
Cheers,,,,,,,,,,GTX Plus Basic,,,0HELH2Q0,James Ascencio,Lost,2017-02-26,2017-05-29,0.0,,
Blackzim,,,,,,,,,,GTX Plus Pro,,,9E8A7MQ8,Kary Hendrixson,Engaging,2017-02-26,,,,
Gogozoom,,,,,,,,,,MG Advanced,,,HG5P21RO,Lajuana Vencill,Lost,2017-02-26,2017-05-08,0.0,,
Plexzap,,,,,,,,,,GTX Plus Basic,,,MGP9HCUL,Markita Hansen,Lost,2017-02-26,2017-06-16,0.0,,
,,,,,,,,,,GTX Plus Basic,,,HVZMZW96,Maureen Marcano,Engaging,2017-02-26,,,,
,,,,,,,,,,GTX Plus Basic,,,1H1YDS7C,Maureen Marcano,Engaging,2017-02-26,,,,
Bluth Company,,,,,,,,,,MG Advanced,,,FZC2J90W,Maureen Marcano,Engaging,2017-02-26,,,,
Faxquote,,,,,,,,,,GTX Plus Basic,,,XX84TIMO,Maureen Marcano,Lost,2017-02-26,2017-06-26,0.0,,
Nam-zim,,,,,,,,,,MG Special,,,2JFS8EGS,Maureen Marcano,Lost,2017-02-26,2017-05-03,0.0,,
Dontechi,,,,,,,,,,GTX Basic,,,GBMHNLRO,Moses Frase,Won,2017-02-26,2017-03-15,660.0,,
Rundofase,,,,,,,,,,GTX Basic,,,NAVG0P26,Moses Frase,Won,2017-02-26,2017-05-26,443.0,,
Codehow,,,,,,,,,,MG Special,,,DK955UBP,Niesha Huffines,Lost,2017-02-26,2017-05-20,0.0,,
Zotware,,,,,,,,,,GTX Plus Pro,,,0OOZE4GN,Rosie Papadopoulos,Lost,2017-02-26,2017-03-03,0.0,,
The New York Inquirer,,,,,,,,,,MG Special,,,3P0T15VX,Rosie Papadopoulos,Lost,2017-02-26,2017-05-18,0.0,,
Domzoom,,,,,,,,,,MG Special,,,GK0A4IQW,Versie Hillebrand,Won,2017-02-26,2017-06-18,61.0,,
,,,,,,,,,,GTX Plus Basic,,,UI3DE2C4,Zane Levy,Engaging,2017-02-26,,,,
Y-corporation,,,,,,,,,,GTX Plus Pro,,,UXJSIAVS,Zane Levy,Won,2017-02-26,2017-03-14,4846.0,,
dambase,,,,,,,,,,GTX Basic,,,KR4K652E,Anna Snelling,Won,2017-02-27,2017-06-04,574.0,,
Ganjaflex,,,,,,,,,,GTX Basic,,,J2SR2H1Y,Cassey Cress,Lost,2017-02-27,2017-06-18,0.0,,
Sumace,,,,,,,,,,GTXPro,,,4U5VTUJL,Cassey Cress,Lost,2017-02-27,2017-05-22,0.0,,
Conecom,,,,,,,,,,GTX Basic,,,VTT447YT,Cecily Lampkin,Won,2017-02-27,2017-05-03,497.0,,
Xx-zobam,,,,,,,,,,GTX Basic,,,8JJY9B08,Corliss Cosme,Lost,2017-02-27,2017-05-04,0.0,,
Konex,,,,,,,,,,GTX Plus Pro,,,STTAXKIU,Corliss Cosme,Won,2017-02-27,2017-05-30,5159.0,,
Y-corporation,,,,,,,,,,GTX Plus Basic,,,25FUROM1,Daniell Hammack,Engaging,2017-02-27,,,,
Codehow,,,,,,,,,,MG Special,,,PX4OW5SC,Darcel Schlecht,Lost,2017-02-27,2017-05-02,0.0,,
Conecom,,,,,,,,,,GTXPro,,,87MEZS8G,Darcel Schlecht,Won,2017-02-27,2017-05-13,4311.0,,
Ganjaflex,,,,,,,,,,GTX Basic,,,SLIWHUIM,Donn Cantrell,Won,2017-02-27,2017-05-22,609.0,,
Cancity,,,,,,,,,,GTX Plus Basic,,,XBVFZ1IR,Gladys Colclough,Won,2017-02-27,2017-06-24,1008.0,,
Zumgoity,,,,,,,,,,GTXPro,,,7B3J333S,Gladys Colclough,Won,2017-02-27,2017-06-22,4458.0,,
,,,,,,,,,,MG Advanced,,,9X2S0K15,Hayden Neloms,Engaging,2017-02-27,,,,
Plexzap,,,,,,,,,,MG Advanced,,,3N9I1WH7,Hayden Neloms,Won,2017-02-27,2017-05-26,2964.0,,
Lexiqvolax,,,,,,,,,,GTX Plus Pro,,,TMW4J6NA,James Ascencio,Lost,2017-02-27,2017-06-04,0.0,,
Dalttechnology,,,,,,,,,,MG Advanced,,,ZI1MPYF3,James Ascencio,Won,2017-02-27,2017-06-05,3813.0,,
Rundofase,,,,,,,,,,GTX Basic,,,L6KOBEBZ,Jonathan Berthelot,Won,2017-02-27,2017-05-27,528.0,,
Rantouch,,,,,,,,,,GTX Plus Basic,,,Z2S4KUPO,Kary Hendrixson,Won,2017-02-27,2017-03-10,1173.0,,
Kan-code,,,,,,,,,,GTXPro,,,GIW1PN4L,Kary Hendrixson,Won,2017-02-27,2017-06-19,3893.0,,
Sonron,,,,,,,,,,GTXPro,,,E57F5Z2K,Kary Hendrixson,Won,2017-02-27,2017-03-15,4678.0,,
Bioholding,,,,,,,,,,GTX Basic,,,38KKSE72,Lajuana Vencill,Won,2017-02-27,2017-06-01,530.0,,
Sunnamplex,,,,,,,,,,MG Special,,,0GJ586J0,Markita Hansen,Lost,2017-02-27,2017-03-14,0.0,,
Goodsilron,,,,,,,,,,GTK 500,,,4V0S4BA3,Markita Hansen,Won,2017-02-27,2017-06-27,29617.0,,
Isdom,,,,,,,,,,GTX Plus Basic,,,1LTD5TKV,Marty Freudenburg,Won,2017-02-27,2017-05-09,1028.0,,
Domzoom,,,,,,,,,,MG Advanced,,,VBM56CIF,Marty Freudenburg,Won,2017-02-27,2017-06-28,2863.0,,
,,,,,,,,,,GTX Plus Basic,,,XRZVJPD5,Maureen Marcano,Engaging,2017-02-27,,,,
Codehow,,,,,,,,,,MG Advanced,,,PDH2NPE1,Moses Frase,Won,2017-02-27,2017-06-28,4109.0,,
Betatech,,,,,,,,,,GTX Basic,,,OV60VIBB,Niesha Huffines,Lost,2017-02-27,2017-05-08,0.0,,
Kan-code,,,,,,,,,,GTX Plus Basic,,,2OAIXF3A,Reed Clapper,Won,2017-02-27,2017-03-13,1106.0,,
,,,,,,,,,,MG Special,,,QDGUWTLU,Rosalina Dieter,Engaging,2017-02-27,,,,
Bubba Gump,,,,,,,,,,MG Special,,,FBSEA94D,Rosie Papadopoulos,Won,2017-02-27,2017-06-30,53.0,,
Globex Corporation,,,,,,,,,,MG Special,,,EOB01PRO,Versie Hillebrand,Won,2017-02-27,2017-05-14,47.0,,
Kan-code,,,,,,,,,,MG Advanced,,,5QC9H4C2,Violet Mclelland,Won,2017-02-27,2017-05-23,3749.0,,
Ontomedia,,,,,,,,,,MG Advanced,,,3HGQ3BOY,Violet Mclelland,Won,2017-02-27,2017-05-27,4204.0,,
Umbrella Corporation,,,,,,,,,,MG Advanced,,,CO6ZPH1W,Cassey Cress,Won,2017-02-28,2017-06-15,3986.0,,
Donquadtech,,,,,,,,,,GTXPro,,,M3WTE943,Daniell Hammack,Won,2017-02-28,2017-06-05,5105.0,,
Genco Pura Olive Oil Company,,,,,,,,,,GTX Basic,,,X914SMX7,Darcel Schlecht,Won,2017-02-28,2017-06-22,516.0,,
Rundofase,,,,,,,,,,GTXPro,,,1MCE2AOV,Darcel Schlecht,Won,2017-02-28,2017-06-02,4407.0,,
Zathunicon,,,,,,,,,,MG Advanced,,,8061HKKB,Donn Cantrell,Won,2017-02-28,2017-06-19,3087.0,,
Inity,,,,,,,,,,GTX Plus Pro,,,T1HIH384,Gladys Colclough,Won,2017-02-28,2017-05-15,5331.0,,
Condax,,,,,,,,,,MG Advanced,,,FM2NX2GB,Hayden Neloms,Won,2017-02-28,2017-05-05,4069.0,,
,,,,,,,,,,GTX Plus Pro,,,JSZZN48S,James Ascencio,Engaging,2017-02-28,,,,
Hatfan,,,,,,,,,,GTX Basic,,,SJ45HNHM,James Ascencio,Won,2017-02-28,2017-06-29,463.0,,
Faxquote,,,,,,,,,,GTX Plus Pro,,,NYGZJYCJ,James Ascencio,Won,2017-02-28,2017-05-26,5625.0,,
Rundofase,,,,,,,,,,GTX Basic,,,6MMFIIGE,Lajuana Vencill,Won,2017-02-28,2017-06-15,524.0,,
Cheers,,,,,,,,,,GTX Basic,,,IJ817GQJ,Markita Hansen,Lost,2017-02-28,2017-05-12,0.0,,
Bioplex,,,,,,,,,,MG Special,,,F2B62IW4,Maureen Marcano,Engaging,2017-02-28,,,,
Genco Pura Olive Oil Company,,,,,,,,,,MG Special,,,PCRRS6JP,Moses Frase,Lost,2017-02-28,2017-05-28,0.0,,
Zencorporation,,,,,,,,,,GTX Plus Basic,,,NKL5SWX3,Reed Clapper,Won,2017-02-28,2017-06-01,1161.0,,
Mathtouch,,,,,,,,,,GTX Plus Pro,,,WVG1CIHX,Reed Clapper,Won,2017-02-28,2017-06-03,6046.0,,
Dontechi,,,,,,,,,,MG Special,,,7GRNFO6D,Versie Hillebrand,Won,2017-02-28,2017-05-18,49.0,,
Conecom,,,,,,,,,,MG Special,,,G0QKNVIJ,Anna Snelling,Won,2017-03-01,2017-05-28,51.0,,
Hottechi,,,,,,,,,,MG Advanced,,,6HRIX06M,Anna Snelling,Won,2017-03-01,2017-06-26,3415.0,,
Kinnamplus,,,,,,,,,,MG Special,,,DEHQTB8B,Boris Faz,Engaging,2017-03-01,,,,
Kan-code,,,,,,,,,,GTX Plus Basic,,,AM5YTMH3,Boris Faz,Won,2017-03-01,2017-03-10,1053.0,,
Betasoloin,,,,,,,,,,GTX Plus Basic,,,2L5ZWLI7,Cassey Cress,Lost,2017-03-01,2017-05-25,0.0,,
Donquadtech,,,,,,,,,,GTXPro,,,6B6Q8C5S,Cassey Cress,Won,2017-03-01,2017-03-15,5068.0,,
Massive Dynamic,,,,,,,,,,GTXPro,,,DF4KYH5H,Cassey Cress,Won,2017-03-01,2017-06-30,4256.0,,
,,,,,,,,,,GTXPro,,,KVR52YDI,Corliss Cosme,Engaging,2017-03-01,,,,
Treequote,,,,,,,,,,MG Advanced,,,JTDV6H65,Darcel Schlecht,Lost,2017-03-01,2017-05-08,0.0,,
Genco Pura Olive Oil Company,,,,,,,,,,GTX Basic,,,O8JF46GT,Darcel Schlecht,Won,2017-03-01,2017-03-12,657.0,,
Stanredtax,,,,,,,,,,MG Special,,,RK5Y67V6,Darcel Schlecht,Won,2017-03-01,2017-03-08,60.0,,
Opentech,,,,,,,,,,GTX Basic,,,COWOZH43,Donn Cantrell,Lost,2017-03-01,2017-05-29,0.0,,
Hottechi,,,,,,,,,,GTX Plus Pro,,,DGIYD342,Elease Gluck,Lost,2017-03-01,2017-05-10,0.0,,
Silis,,,,,,,,,,GTX Basic,,,JSSGVBVS,Garret Kinder,Lost,2017-03-01,2017-05-05,0.0,,
Plussunin,,,,,,,,,,GTX Basic,,,V28NVD6A,Garret Kinder,Won,2017-03-01,2017-05-01,629.0,,
Hottechi,,,,,,,,,,MG Advanced,,,I1IAVDQM,Gladys Colclough,Lost,2017-03-01,2017-05-23,0.0,,
Treequote,,,,,,,,,,MG Advanced,,,4MC584U5,Gladys Colclough,Won,2017-03-01,2017-06-02,4082.0,,
Rundofase,,,,,,,,,,GTX Plus Basic,,,MCYLHUCZ,Lajuana Vencill,Won,2017-03-01,2017-05-31,1044.0,,
Inity,,,,,,,,,,MG Advanced,,,5E4DTWHV,Marty Freudenburg,Lost,2017-03-01,2017-06-11,0.0,,
Rantouch,,,,,,,,,,GTX Plus Basic,,,1VUBYV53,Maureen Marcano,Won,2017-03-01,2017-03-21,1025.0,,
Streethex,,,,,,,,,,GTX Basic,,,W03CXYET,Moses Frase,Won,2017-03-01,2017-06-17,465.0,,
Konmatfix,,,,,,,,,,MG Special,,,LZVFFQLN,Moses Frase,Won,2017-03-01,2017-06-14,50.0,,
Vehement Capital Partners,,,,,,,,,,GTX Plus Pro,,,MFV0C5RN,Reed Clapper,Won,2017-03-01,2017-03-09,5548.0,,
Kan-code,,,,,,,,,,MG Advanced,,,A1WZEK7U,Reed Clapper,Won,2017-03-01,2017-06-03,3558.0,,
Singletechno,,,,,,,,,,MG Advanced,,,516FJUNB,Rosalina Dieter,Won,2017-03-01,2017-03-07,3959.0,,
Ron-tech,,,,,,,,,,MG Special,,,PE8DK02A,Versie Hillebrand,Won,2017-03-01,2017-03-17,49.0,,
Warephase,,,,,,,,,,MG Special,,,10NTPQUY,Versie Hillebrand,Won,2017-03-01,2017-06-16,50.0,,
Xx-holding,,,,,,,,,,GTX Basic,,,X2EXSMPR,Vicki Laflamme,Won,2017-03-01,2017-03-08,523.0,,
Zoomit,,,,,,,,,,GTX Plus Basic,,,JCFQVIEG,Vicki Laflamme,Won,2017-03-01,2017-06-01,1086.0,,
Goodsilron,,,,,,,,,,GTXPro,,,XIWKGJOW,Vicki Laflamme,Won,2017-03-01,2017-03-09,4445.0,,
Xx-holding,,,,,,,,,,GTX Basic,,,STT3X4NB,Violet Mclelland,Engaging,2017-03-01,,,,
Umbrella Corporation,,,,,,,,,,GTXPro,,,DHGLWIDZ,Violet Mclelland,Won,2017-03-01,2017-06-24,4756.0,,
Gekko & Co,,,,,,,,,,MG Special,,,74VGCEEW,Violet Mclelland,Won,2017-03-01,2017-06-19,67.0,,
Iselectrics,,,,,,,,,,MG Advanced,,,MXTAIS4Q,Wilburn Farren,Won,2017-03-01,2017-06-09,3783.0,,
,,,,,,,,,,GTXPro,,,XRDF1NAB,Zane Levy,Engaging,2017-03-01,,,,
Doncon,,,,,,,,,,GTX Basic,,,YP8QKKEZ,Zane Levy,Lost,2017-03-01,2017-05-31,0.0,,
Rantouch,,,,,,,,,,GTX Plus Pro,,,3TSOEM5K,Zane Levy,Lost,2017-03-01,2017-06-27,0.0,,
Dontechi,,,,,,,,,,MG Advanced,,,G7RCJBVL,Anna Snelling,Lost,2017-03-02,2017-05-31,0.0,,
Conecom,,,,,,,,,,GTX Basic,,,G20IQSA3,Anna Snelling,Won,2017-03-02,2017-03-12,522.0,,
Kinnamplus,,,,,,,,,,GTX Plus Basic,,,Q16BQCEL,Boris Faz,Won,2017-03-02,2017-03-18,1001.0,,
Betatech,,,,,,,,,,GTX Plus Pro,,,9924I5ZF,Cecily Lampkin,Won,2017-03-02,2017-05-25,5728.0,,
Codehow,,,,,,,,,,GTX Plus Pro,,,SLLJT3T1,Darcel Schlecht,Won,2017-03-02,2017-06-19,4856.0,,
Cancity,,,,,,,,,,GTXPro,,,AAEUN73V,Darcel Schlecht,Won,2017-03-02,2017-05-26,5570.0,,
Conecom,,,,,,,,,,MG Advanced,,,32LY2D1K,Darcel Schlecht,Won,2017-03-02,2017-05-26,3647.0,,
Mathtouch,,,,,,,,,,GTX Basic,,,S2UWELRW,Donn Cantrell,Won,2017-03-02,2017-06-11,487.0,,
Donquadtech,,,,,,,,,,GTX Plus Basic,,,5VQRLIEZ,Donn Cantrell,Won,2017-03-02,2017-06-12,1166.0,,
,,,,,,,,,,MG Advanced,,,WUNMIJW9,Elease Gluck,Engaging,2017-03-02,,,,
Scottech,,,,,,,,,,GTX Basic,,,6U0CT07B,Jonathan Berthelot,Won,2017-03-02,2017-06-06,595.0,,
Condax,,,,,,,,,,MG Special,,,DFN1V29L,Kami Bicknell,Won,2017-03-02,2017-06-04,49.0,,
Xx-holding,,,,,,,,,,GTX Basic,,,VBZ862OS,Kary Hendrixson,Won,2017-03-02,2017-03-19,599.0,,
Kan-code,,,,,,,,,,GTXPro,,,VFKKSJT2,Kary Hendrixson,Won,2017-03-02,2017-05-15,4506.0,,
Sunnamplex,,,,,,,,,,GTXPro,,,FJMFXCTD,Kary Hendrixson,Won,2017-03-02,2017-05-06,4512.0,,
Gogozoom,,,,,,,,,,GTX Basic,,,LGLIB8TR,Lajuana Vencill,Lost,2017-03-02,2017-05-01,0.0,,
Nam-zim,,,,,,,,,,GTX Plus Basic,,,JREGYB42,Maureen Marcano,Won,2017-03-02,2017-05-06,1102.0,,
,,,,,,,,,,GTX Basic,,,4V9NMGEA,Rosalina Dieter,Engaging,2017-03-02,,,,
Rantouch,,,,,,,,,,GTX Basic,,,9PWM6RYC,Rosalina Dieter,Lost,2017-03-02,2017-06-10,0.0,,
Condax,,,,,,,,,,MG Special,,,EMUA57Q2,Versie Hillebrand,Won,2017-03-02,2017-05-12,54.0,,
Hottechi,,,,,,,,,,MG Special,,,DB3N4CHN,Versie Hillebrand,Won,2017-03-02,2017-03-17,62.0,,
Rantouch,,,,,,,,,,GTX Basic,,,4CXUC4VR,Vicki Laflamme,Engaging,2017-03-02,,,,
,,,,,,,,,,GTX Basic,,,79EHWR35,Vicki Laflamme,Engaging,2017-03-02,,,,
,,,,,,,,,,MG Special,,,L0GMLGRR,Vicki Laflamme,Engaging,2017-03-02,,,,
The New York Inquirer,,,,,,,,,,MG Special,,,OF7GY5F4,Violet Mclelland,Won,2017-03-02,2017-03-09,61.0,,
,,,,,,,,,,GTX Basic,,,D3ZC338T,Zane Levy,Engaging,2017-03-02,,,,
Singletechno,,,,,,,,,,GTXPro,,,CVFJUYPM,Zane Levy,Lost,2017-03-02,2017-05-23,0.0,,
Labdrill,,,,,,,,,,GTXPro,,,L5807I4N,Zane Levy,Won,2017-03-02,2017-03-16,4277.0,,
Globex Corporation,,,,,,,,,,MG Special,,,Q1ZKBGV5,Anna Snelling,Won,2017-03-03,2017-05-23,46.0,,
Rundofase,,,,,,,,,,MG Special,,,9JKODCAU,Anna Snelling,Won,2017-03-03,2017-06-22,54.0,,
Donquadtech,,,,,,,,,,GTX Plus Pro,,,LELWKXDX,Boris Faz,Won,2017-03-03,2017-06-08,6173.0,,
Globex Corporation,,,,,,,,,,GTXPro,,,QRQ8C6MQ,Cassey Cress,Engaging,2017-03-03,,,,
Ganjaflex,,,,,,,,,,MG Advanced,,,DA95Q0VE,Cassey Cress,Lost,2017-03-03,2017-03-21,0.0,,
Sumace,,,,,,,,,,GTXPro,,,5HMZH1Z9,Daniell Hammack,Lost,2017-03-03,2017-06-11,0.0,,
Toughzap,,,,,,,,,,GTXPro,,,05QMFSF0,Darcel Schlecht,Lost,2017-03-03,2017-05-16,0.0,,
Konmatfix,,,,,,,,,,GTX Plus Basic,,,JE245P8R,Darcel Schlecht,Won,2017-03-03,2017-05-28,1149.0,,
Silis,,,,,,,,,,GTX Basic,,,SFQMEZIW,Garret Kinder,Lost,2017-03-03,2017-05-04,0.0,,
Dontechi,,,,,,,,,,GTX Plus Basic,,,B8RR21XP,Jonathan Berthelot,Lost,2017-03-03,2017-03-16,0.0,,
,,,,,,,,,,GTXPro,,,ZG8WPG99,Kary Hendrixson,Engaging,2017-03-03,,,,
Goodsilron,,,,,,,,,,GTX Basic,,,U85VV1BU,Kary Hendrixson,Won,2017-03-03,2017-05-22,568.0,,
J-Texon,,,,,,,,,,GTX Basic,,,V6HB68BL,Kary Hendrixson,Won,2017-03-03,2017-05-30,567.0,,
Genco Pura Olive Oil Company,,,,,,,,,,GTX Basic,,,H9JPB7GW,Lajuana Vencill,Won,2017-03-03,2017-03-09,542.0,,
Conecom,,,,,,,,,,GTX Basic,,,8LFNU39A,Marty Freudenburg,Lost,2017-03-03,2017-05-28,0.0,,
Funholding,,,,,,,,,,GTX Plus Basic,,,SWPTTVQZ,Marty Freudenburg,Won,2017-03-03,2017-03-16,1062.0,,
Fasehatice,,,,,,,,,,GTX Plus Basic,,,GKJLM1UR,Maureen Marcano,Won,2017-03-03,2017-03-13,1057.0,,
Globex Corporation,,,,,,,,,,GTX Plus Basic,,,8L1ZHTPL,Moses Frase,Won,2017-03-03,2017-06-01,1020.0,,
,,,,,,,,,,MG Special,,,U7M26UZV,Vicki Laflamme,Engaging,2017-03-03,,,,
,,,,,,,,,,GTX Plus Pro,,,TV300INP,Wilburn Farren,Engaging,2017-03-03,,,,
,,,,,,,,,,GTX Basic,,,KBQ16F1I,Zane Levy,Engaging,2017-03-03,,,,
Green-Plus,,,,,,,,,,GTX Basic,,,4XX690SP,Zane Levy,Won,2017-03-03,2017-05-11,535.0,,
